split,method,seed,episodes,sequential_success,sequential_success_ci95,immediate_success,future_success,combined_energy_mean,combined_energy_ci95,affordance_debt_mean,tail_future_debt_mean,future_support_margin_mean,balance_failure_rate,unique_first_postures
high_reach,bar_mpc_no_online,3,24,1.0000,0.0000,1.0000,1.0000,0.1908,0.0224,0.0360,0.0476,0.1428,0.0000,7
high_reach,bar_mpc_no_online,4,24,1.0000,0.0000,1.0000,1.0000,0.2298,0.0272,0.0381,0.0490,0.1406,0.0000,8
high_reach,bar_mpc_no_online,5,24,1.0000,0.0000,1.0000,1.0000,0.2166,0.0211,0.0423,0.0522,0.1430,0.0000,5
high_reach,bar_mpc_no_online,6,24,1.0000,0.0000,1.0000,1.0000,0.1957,0.0291,0.0402,0.0504,0.1381,0.0000,7
high_reach,bar_mpc_no_online,7,24,1.0000,0.0000,1.0000,1.0000,0.2366,0.0218,0.0378,0.0497,0.1367,0.0000,5
high_reach,bar_mpc_v5,0,24,1.0000,0.0000,1.0000,1.0000,0.1920,0.0263,0.0392,0.0509,0.1346,0.0000,7
high_reach,bar_mpc_v5,1,24,1.0000,0.0000,1.0000,1.0000,0.2223,0.0266,0.0360,0.0468,0.1321,0.0000,5
high_reach,bar_mpc_v5,2,24,1.0000,0.0000,1.0000,1.0000,0.1950,0.0259,0.0397,0.0518,0.1388,0.0000,6
high_reach,bar_mpc_v5,3,24,1.0000,0.0000,1.0000,1.0000,0.1908,0.0224,0.0360,0.0476,0.1428,0.0000,7
high_reach,bar_mpc_v5,4,24,1.0000,0.0000,1.0000,1.0000,0.2298,0.0272,0.0381,0.0490,0.1406,0.0000,8
high_reach,bar_mpc_v5,5,24,1.0000,0.0000,1.0000,1.0000,0.2166,0.0211,0.0423,0.0522,0.1430,0.0000,5
high_reach,bar_mpc_v5,6,24,1.0000,0.0000,1.0000,1.0000,0.1957,0.0291,0.0402,0.0504,0.1381,0.0000,7
high_reach,bar_mpc_v5,7,24,1.0000,0.0000,1.0000,1.0000,0.2366,0.0218,0.0378,0.0497,0.1367,0.0000,5
high_reach,comfort_regularized_mpc,0,24,1.0000,0.0000,1.0000,1.0000,0.1919,0.0264,0.0000,0.0511,0.1344,0.0000,7
high_reach,comfort_regularized_mpc,1,24,1.0000,0.0000,1.0000,1.0000,0.2212,0.0261,0.0000,0.0475,0.1312,0.0000,5
high_reach,comfort_regularized_mpc,2,24,1.0000,0.0000,1.0000,1.0000,0.1943,0.0259,0.0000,0.0523,0.1392,0.0000,5
high_reach,comfort_regularized_mpc,3,24,1.0000,0.0000,1.0000,1.0000,0.1909,0.0229,0.0000,0.0483,0.1452,0.0000,7
high_reach,comfort_regularized_mpc,4,24,1.0000,0.0000,1.0000,1.0000,0.2298,0.0272,0.0000,0.0490,0.1406,0.0000,8
high_reach,comfort_regularized_mpc,5,24,1.0000,0.0000,1.0000,1.0000,0.2165,0.0210,0.0000,0.0526,0.1426,0.0000,5
high_reach,comfort_regularized_mpc,6,24,1.0000,0.0000,1.0000,1.0000,0.1953,0.0289,0.0000,0.0507,0.1371,0.0000,7
high_reach,comfort_regularized_mpc,7,24,1.0000,0.0000,1.0000,1.0000,0.2373,0.0210,0.0000,0.0504,0.1361,0.0000,6
high_reach,current_target_only_greedy,0,24,1.0000,0.0000,1.0000,1.0000,0.1912,0.0266,0.0000,0.0518,0.1336,0.0000,6
high_reach,current_target_only_greedy,1,24,1.0000,0.0000,1.0000,1.0000,0.2211,0.0260,0.0000,0.0481,0.1285,0.0000,5
high_reach,current_target_only_greedy,2,24,1.0000,0.0000,1.0000,1.0000,0.1940,0.0256,0.0000,0.0530,0.1397,0.0000,5
high_reach,current_target_only_greedy,3,24,1.0000,0.0000,1.0000,1.0000,0.1931,0.0235,0.0000,0.0489,0.1441,0.0000,9
high_reach,current_target_only_greedy,4,24,1.0000,0.0000,1.0000,1.0000,0.2314,0.0276,0.0000,0.0499,0.1418,0.0000,9
high_reach,current_target_only_greedy,5,24,1.0000,0.0000,1.0000,1.0000,0.2162,0.0207,0.0000,0.0529,0.1423,0.0000,5
high_reach,current_target_only_greedy,6,24,1.0000,0.0000,1.0000,1.0000,0.1953,0.0292,0.0000,0.0511,0.1368,0.0000,8
high_reach,current_target_only_greedy,7,24,1.0000,0.0000,1.0000,1.0000,0.2381,0.0205,0.0000,0.0517,0.1361,0.0000,6
high_reach,future_distribution_mpc,0,24,1.0000,0.0000,1.0000,1.0000,0.1920,0.0263,0.0392,0.0509,0.1346,0.0000,7
high_reach,future_distribution_mpc,1,24,1.0000,0.0000,1.0000,1.0000,0.2217,0.0265,0.0364,0.0473,0.1318,0.0000,5
high_reach,future_distribution_mpc,2,24,1.0000,0.0000,1.0000,1.0000,0.1946,0.0260,0.0399,0.0519,0.1390,0.0000,6
high_reach,future_distribution_mpc,3,24,1.0000,0.0000,1.0000,1.0000,0.1905,0.0227,0.0361,0.0477,0.1440,0.0000,7
high_reach,future_distribution_mpc,4,24,1.0000,0.0000,1.0000,1.0000,0.2298,0.0272,0.0381,0.0490,0.1406,0.0000,8
high_reach,future_distribution_mpc,5,24,1.0000,0.0000,1.0000,1.0000,0.2166,0.0211,0.0423,0.0522,0.1430,0.0000,5
high_reach,future_distribution_mpc,6,24,1.0000,0.0000,1.0000,1.0000,0.1953,0.0289,0.0406,0.0507,0.1371,0.0000,7
high_reach,future_distribution_mpc,7,24,1.0000,0.0000,1.0000,1.0000,0.2366,0.0218,0.0378,0.0497,0.1367,0.0000,5
high_reach,greedy_reach_mpc,0,24,1.0000,0.0000,1.0000,1.0000,0.1912,0.0266,0.0000,0.0518,0.1336,0.0000,6
high_reach,greedy_reach_mpc,1,24,1.0000,0.0000,1.0000,1.0000,0.2211,0.0260,0.0000,0.0481,0.1285,0.0000,5
high_reach,greedy_reach_mpc,2,24,1.0000,0.0000,1.0000,1.0000,0.1940,0.0256,0.0000,0.0530,0.1397,0.0000,5
high_reach,greedy_reach_mpc,3,24,1.0000,0.0000,1.0000,1.0000,0.1931,0.0235,0.0000,0.0489,0.1441,0.0000,9
high_reach,greedy_reach_mpc,4,24,1.0000,0.0000,1.0000,1.0000,0.2314,0.0276,0.0000,0.0499,0.1418,0.0000,9
high_reach,greedy_reach_mpc,5,24,1.0000,0.0000,1.0000,1.0000,0.2162,0.0207,0.0000,0.0529,0.1423,0.0000,5
high_reach,greedy_reach_mpc,6,24,1.0000,0.0000,1.0000,1.0000,0.1953,0.0292,0.0000,0.0511,0.1368,0.0000,8
high_reach,greedy_reach_mpc,7,24,1.0000,0.0000,1.0000,1.0000,0.2381,0.0205,0.0000,0.0517,0.1361,0.0000,6
high_reach,learned_linear_debt_proxy,0,24,1.0000,0.0000,1.0000,1.0000,0.1938,0.0258,0.0388,0.0507,0.1367,0.0000,6
high_reach,learned_linear_debt_proxy,1,24,1.0000,0.0000,1.0000,1.0000,0.2229,0.0271,0.0356,0.0464,0.1331,0.0000,5
high_reach,learned_linear_debt_proxy,2,24,1.0000,0.0000,1.0000,1.0000,0.1945,0.0258,0.0395,0.0515,0.1386,0.0000,4
high_reach,learned_linear_debt_proxy,3,24,1.0000,0.0000,1.0000,1.0000,0.1942,0.0240,0.0348,0.0465,0.1442,0.0000,6
high_reach,learned_linear_debt_proxy,4,24,1.0000,0.0000,1.0000,1.0000,0.2299,0.0272,0.0378,0.0487,0.1408,0.0000,8
high_reach,learned_linear_debt_proxy,5,24,1.0000,0.0000,1.0000,1.0000,0.2167,0.0212,0.0417,0.0517,0.1422,0.0000,5
high_reach,learned_linear_debt_proxy,6,24,1.0000,0.0000,1.0000,1.0000,0.1970,0.0286,0.0401,0.0502,0.1389,0.0000,6
high_reach,learned_linear_debt_proxy,7,24,1.0000,0.0000,1.0000,1.0000,0.2371,0.0216,0.0377,0.0496,0.1369,0.0000,5
high_reach,oracle_two_step_mpc,0,24,1.0000,0.0000,1.0000,1.0000,0.1890,0.0261,0.0000,0.0525,0.1300,0.0000,8
high_reach,oracle_two_step_mpc,1,24,1.0000,0.0000,1.0000,1.0000,0.2187,0.0261,0.0000,0.0480,0.1274,0.0000,6
high_reach,oracle_two_step_mpc,2,24,1.0000,0.0000,1.0000,1.0000,0.1922,0.0252,0.0000,0.0522,0.1388,0.0000,4
high_reach,oracle_two_step_mpc,3,24,1.0000,0.0000,1.0000,1.0000,0.1875,0.0226,0.0000,0.0488,0.1403,0.0000,7
high_reach,oracle_two_step_mpc,4,24,1.0000,0.0000,1.0000,1.0000,0.2291,0.0272,0.0000,0.0505,0.1361,0.0000,8
high_reach,oracle_two_step_mpc,5,24,1.0000,0.0000,1.0000,1.0000,0.2161,0.0208,0.0000,0.0529,0.1422,0.0000,5
high_reach,oracle_two_step_mpc,6,24,1.0000,0.0000,1.0000,1.0000,0.1941,0.0291,0.0000,0.0515,0.1362,0.0000,6
high_reach,oracle_two_step_mpc,7,24,1.0000,0.0000,1.0000,1.0000,0.2316,0.0211,0.0000,0.0510,0.1297,0.0000,6
high_reach,random_posture,0,24,0.7500,0.1770,0.7500,1.0000,0.2941,0.0578,0.0000,0.0503,0.1298,0.0000,13
high_reach,random_posture,1,24,0.5417,0.2036,0.5417,1.0000,0.3610,0.0561,0.0000,0.0456,0.1348,0.0000,15
high_reach,random_posture,2,24,0.7083,0.1858,0.7083,1.0000,0.3281,0.0493,0.0000,0.0477,0.1348,0.0000,14
high_reach,random_posture,3,24,0.9167,0.1130,0.9167,1.0000,0.2639,0.0467,0.0000,0.0471,0.1346,0.0000,13
high_reach,random_posture,4,24,0.5417,0.2036,0.5417,1.0000,0.3906,0.0602,0.0000,0.0506,0.1266,0.0000,14
high_reach,random_posture,5,24,0.7083,0.1858,0.7083,1.0000,0.3209,0.0429,0.0000,0.0484,0.1339,0.0000,13
high_reach,random_posture,6,24,0.7500,0.1770,0.7500,1.0000,0.3190,0.0522,0.0000,0.0493,0.1332,0.0000,14
high_reach,random_posture,7,24,0.7083,0.1858,0.7083,1.0000,0.3420,0.0486,0.0000,0.0489,0.1247,0.0000,11
high_reach,robust_balance_mpc,0,24,1.0000,0.0000,1.0000,1.0000,0.1919,0.0264,0.0000,0.0511,0.1344,0.0000,7
high_reach,robust_balance_mpc,1,24,1.0000,0.0000,1.0000,1.0000,0.2212,0.0261,0.0000,0.0475,0.1312,0.0000,5
high_reach,robust_balance_mpc,2,24,1.0000,0.0000,1.0000,1.0000,0.1943,0.0259,0.0000,0.0523,0.1392,0.0000,5
high_reach,robust_balance_mpc,3,24,1.0000,0.0000,1.0000,1.0000,0.1909,0.0229,0.0000,0.0483,0.1452,0.0000,7
high_reach,robust_balance_mpc,4,24,1.0000,0.0000,1.0000,1.0000,0.2298,0.0272,0.0000,0.0490,0.1406,0.0000,8
high_reach,robust_balance_mpc,5,24,1.0000,0.0000,1.0000,1.0000,0.2165,0.0210,0.0000,0.0526,0.1426,0.0000,5
high_reach,robust_balance_mpc,6,24,1.0000,0.0000,1.0000,1.0000,0.1953,0.0289,0.0000,0.0507,0.1371,0.0000,7
high_reach,robust_balance_mpc,7,24,1.0000,0.0000,1.0000,1.0000,0.2358,0.0204,0.0000,0.0510,0.1347,0.0000,5
lateral_reach,arm_only_reach,0,24,0.2917,0.1858,0.3333,0.6250,0.4555,0.0522,0.0000,0.0609,0.1266,0.0000,1
lateral_reach,arm_only_reach,1,24,0.2917,0.1858,0.5417,0.4583,0.4868,0.0491,0.0000,0.0638,0.1264,0.0000,1
lateral_reach,arm_only_reach,2,24,0.4583,0.2036,0.5000,0.8333,0.4455,0.0525,0.0000,0.0634,0.1240,0.0000,1
lateral_reach,arm_only_reach,3,24,0.3333,0.1927,0.5000,0.6250,0.4602,0.0492,0.0000,0.0671,0.1264,0.0000,1
lateral_reach,arm_only_reach,4,24,0.3333,0.1927,0.5000,0.6250,0.4523,0.0494,0.0000,0.0626,0.1284,0.0000,1
lateral_reach,arm_only_reach,5,24,0.2500,0.1770,0.5417,0.4583,0.4770,0.0418,0.0000,0.0632,0.1313,0.0000,1
lateral_reach,arm_only_reach,6,24,0.3750,0.1979,0.5000,0.7083,0.4624,0.0417,0.0000,0.0628,0.1286,0.0000,1
lateral_reach,arm_only_reach,7,24,0.5000,0.2043,0.6667,0.6250,0.4296,0.0437,0.0000,0.0651,0.1265,0.0000,1
lateral_reach,bar_mpc_no_online,0,24,0.4167,0.2015,0.5000,0.6250,0.4273,0.0538,0.0510,0.0651,0.1263,0.0000,6
lateral_reach,bar_mpc_no_online,1,24,0.4167,0.2015,0.6667,0.5417,0.4531,0.0488,0.0519,0.0676,0.1232,0.0000,6
lateral_reach,bar_mpc_no_online,2,24,0.5417,0.2036,0.6250,0.8333,0.4145,0.0488,0.0525,0.0666,0.1206,0.0000,5
lateral_reach,bar_mpc_no_online,3,24,0.4167,0.2015,0.6667,0.5833,0.4313,0.0503,0.0556,0.0705,0.1319,0.0000,6
lateral_reach,bar_mpc_no_online,4,24,0.5000,0.2043,0.7500,0.6250,0.4220,0.0491,0.0508,0.0663,0.1298,0.0000,6
lateral_reach,bar_mpc_no_online,5,24,0.3750,0.1979,0.7083,0.4583,0.4498,0.0401,0.0524,0.0665,0.1330,0.0000,6
lateral_reach,bar_mpc_no_online,6,24,0.4583,0.2036,0.7083,0.7083,0.4339,0.0415,0.0514,0.0671,0.1349,0.0000,7
lateral_reach,bar_mpc_no_online,7,24,0.4583,0.2036,0.7500,0.5833,0.3978,0.0426,0.0530,0.0683,0.1288,0.0000,6
lateral_reach,bar_mpc_v5,0,24,0.4167,0.2015,0.5000,0.6250,0.4273,0.0538,0.0510,0.0651,0.1263,0.0000,6
lateral_reach,bar_mpc_v5,1,24,0.4167,0.2015,0.6667,0.5417,0.4531,0.0488,0.0519,0.0676,0.1232,0.0000,6
lateral_reach,bar_mpc_v5,2,24,0.5417,0.2036,0.6250,0.8333,0.4145,0.0488,0.0525,0.0666,0.1206,0.0000,5
lateral_reach,bar_mpc_v5,3,24,0.4167,0.2015,0.6667,0.5833,0.4313,0.0503,0.0556,0.0705,0.1319,0.0000,6
lateral_reach,bar_mpc_v5,4,24,0.5000,0.2043,0.7500,0.6250,0.4220,0.0491,0.0508,0.0663,0.1298,0.0000,6
lateral_reach,bar_mpc_v5,5,24,0.3750,0.1979,0.7083,0.4583,0.4498,0.0401,0.0524,0.0665,0.1330,0.0000,6
lateral_reach,bar_mpc_v5,6,24,0.4583,0.2036,0.7083,0.7083,0.4339,0.0415,0.0514,0.0671,0.1349,0.0000,7
lateral_reach,bar_mpc_v5,7,24,0.4583,0.2036,0.7500,0.5833,0.3978,0.0426,0.0530,0.0683,0.1288,0.0000,6
lateral_reach,comfort_regularized_mpc,0,24,0.4167,0.2015,0.5000,0.6250,0.4267,0.0541,0.0000,0.0652,0.1257,0.0000,6
lateral_reach,comfort_regularized_mpc,1,24,0.4167,0.2015,0.6667,0.5000,0.4534,0.0489,0.0000,0.0682,0.1231,0.0000,6
lateral_reach,comfort_regularized_mpc,2,24,0.5833,0.2015,0.6250,0.8750,0.4143,0.0489,0.0000,0.0668,0.1210,0.0000,5
lateral_reach,comfort_regularized_mpc,3,24,0.4167,0.2015,0.6667,0.5833,0.4319,0.0503,0.0000,0.0712,0.1293,0.0000,7
lateral_reach,comfort_regularized_mpc,4,24,0.5000,0.2043,0.7500,0.6250,0.4217,0.0492,0.0000,0.0665,0.1291,0.0000,6
lateral_reach,comfort_regularized_mpc,5,24,0.3750,0.1979,0.7500,0.4167,0.4500,0.0401,0.0000,0.0669,0.1333,0.0000,6
lateral_reach,comfort_regularized_mpc,6,24,0.4583,0.2036,0.7083,0.7083,0.4348,0.0416,0.0000,0.0679,0.1344,0.0000,7
lateral_reach,comfort_regularized_mpc,7,24,0.4583,0.2036,0.7500,0.5833,0.3969,0.0421,0.0000,0.0690,0.1283,0.0000,7
lateral_reach,current_target_only_greedy,0,24,0.4167,0.2015,0.5000,0.6250,0.4268,0.0541,0.0000,0.0655,0.1249,0.0000,6
lateral_reach,current_target_only_greedy,1,24,0.4167,0.2015,0.6667,0.5000,0.4545,0.0491,0.0000,0.0685,0.1252,0.0000,5
lateral_reach,current_target_only_greedy,2,24,0.5833,0.2015,0.6250,0.8750,0.4169,0.0478,0.0000,0.0676,0.1191,0.0000,5
lateral_reach,current_target_only_greedy,3,24,0.4167,0.2015,0.6667,0.5833,0.4320,0.0502,0.0000,0.0713,0.1300,0.0000,6
lateral_reach,current_target_only_greedy,4,24,0.5000,0.2043,0.7500,0.6250,0.4217,0.0492,0.0000,0.0665,0.1291,0.0000,6
lateral_reach,current_target_only_greedy,5,24,0.3750,0.1979,0.7500,0.4167,0.4500,0.0401,0.0000,0.0669,0.1333,0.0000,6
lateral_reach,current_target_only_greedy,6,24,0.4583,0.2036,0.7083,0.7083,0.4343,0.0417,0.0000,0.0680,0.1335,0.0000,7
lateral_reach,current_target_only_greedy,7,24,0.4583,0.2036,0.7500,0.5833,0.3962,0.0422,0.0000,0.0693,0.1270,0.0000,6
lateral_reach,future_distribution_mpc,0,24,0.4167,0.2015,0.5000,0.6250,0.4273,0.0538,0.0510,0.0651,0.1263,0.0000,6
lateral_reach,future_distribution_mpc,1,24,0.4167,0.2015,0.6667,0.5417,0.4531,0.0488,0.0519,0.0676,0.1232,0.0000,6
lateral_reach,future_distribution_mpc,2,24,0.5417,0.2036,0.6250,0.8333,0.4145,0.0488,0.0525,0.0666,0.1206,0.0000,5
lateral_reach,future_distribution_mpc,3,24,0.4167,0.2015,0.6667,0.5833,0.4313,0.0503,0.0556,0.0705,0.1319,0.0000,6
lateral_reach,future_distribution_mpc,4,24,0.5000,0.2043,0.7500,0.6250,0.4220,0.0491,0.0508,0.0663,0.1298,0.0000,6
lateral_reach,future_distribution_mpc,5,24,0.3750,0.1979,0.7083,0.4583,0.4498,0.0401,0.0524,0.0665,0.1330,0.0000,6
lateral_reach,future_distribution_mpc,6,24,0.4583,0.2036,0.7083,0.7083,0.4339,0.0415,0.0514,0.0671,0.1349,0.0000,7
lateral_reach,future_distribution_mpc,7,24,0.4583,0.2036,0.7500,0.5833,0.3978,0.0426,0.0530,0.0683,0.1288,0.0000,6
lateral_reach,greedy_reach_mpc,0,24,0.4167,0.2015,0.5000,0.6250,0.4268,0.0541,0.0000,0.0655,0.1249,0.0000,6
lateral_reach,greedy_reach_mpc,1,24,0.4167,0.2015,0.6667,0.5000,0.4545,0.0491,0.0000,0.0685,0.1252,0.0000,5
lateral_reach,greedy_reach_mpc,2,24,0.5833,0.2015,0.6250,0.8750,0.4169,0.0478,0.0000,0.0676,0.1191,0.0000,5
lateral_reach,greedy_reach_mpc,3,24,0.4167,0.2015,0.6667,0.5833,0.4320,0.0502,0.0000,0.0713,0.1300,0.0000,6
lateral_reach,greedy_reach_mpc,4,24,0.5000,0.2043,0.7500,0.6250,0.4217,0.0492,0.0000,0.0665,0.1291,0.0000,6
lateral_reach,greedy_reach_mpc,5,24,0.3750,0.1979,0.7500,0.4167,0.4500,0.0401,0.0000,0.0669,0.1333,0.0000,6
lateral_reach,greedy_reach_mpc,6,24,0.4583,0.2036,0.7083,0.7083,0.4343,0.0417,0.0000,0.0680,0.1335,0.0000,7
lateral_reach,greedy_reach_mpc,7,24,0.4583,0.2036,0.7500,0.5833,0.3962,0.0422,0.0000,0.0693,0.1270,0.0000,6
lateral_reach,learned_linear_debt_proxy,0,24,0.4167,0.2015,0.4583,0.6667,0.4307,0.0534,0.0493,0.0636,0.1266,0.0000,6
lateral_reach,learned_linear_debt_proxy,1,24,0.4167,0.2015,0.6667,0.5417,0.4550,0.0499,0.0510,0.0669,0.1228,0.0000,6
lateral_reach,learned_linear_debt_proxy,2,24,0.5417,0.2036,0.6250,0.8333,0.4157,0.0485,0.0518,0.0659,0.1203,0.0000,6
lateral_reach,learned_linear_debt_proxy,3,24,0.4167,0.2015,0.6667,0.5833,0.4322,0.0496,0.0550,0.0700,0.1320,0.0000,5
lateral_reach,learned_linear_debt_proxy,4,24,0.5000,0.2043,0.7500,0.6250,0.4230,0.0490,0.0500,0.0656,0.1289,0.0000,6
lateral_reach,learned_linear_debt_proxy,5,24,0.3750,0.1979,0.7083,0.4583,0.4510,0.0411,0.0515,0.0658,0.1321,0.0000,6
lateral_reach,learned_linear_debt_proxy,6,24,0.4583,0.2036,0.6667,0.7083,0.4370,0.0423,0.0501,0.0660,0.1355,0.0000,6
lateral_reach,learned_linear_debt_proxy,7,24,0.4583,0.2036,0.7500,0.5833,0.3979,0.0422,0.0524,0.0678,0.1291,0.0000,6
lateral_reach,oracle_two_step_mpc,0,24,0.4583,0.2036,0.5000,0.6667,0.4234,0.0536,0.0000,0.0650,0.1185,0.0000,5
lateral_reach,oracle_two_step_mpc,1,24,0.4167,0.2015,0.6667,0.5000,0.4519,0.0488,0.0000,0.0680,0.1186,0.0000,6
lateral_reach,oracle_two_step_mpc,2,24,0.5833,0.2015,0.6250,0.8750,0.4125,0.0487,0.0000,0.0668,0.1179,0.0000,4
lateral_reach,oracle_two_step_mpc,3,24,0.4583,0.2036,0.6667,0.6250,0.4269,0.0497,0.0000,0.0708,0.1261,0.0000,4
lateral_reach,oracle_two_step_mpc,4,24,0.4583,0.2036,0.7083,0.6250,0.4196,0.0491,0.0000,0.0669,0.1243,0.0000,5
lateral_reach,oracle_two_step_mpc,5,24,0.4167,0.2015,0.7500,0.5000,0.4472,0.0402,0.0000,0.0671,0.1275,0.0000,5
lateral_reach,oracle_two_step_mpc,6,24,0.4583,0.2036,0.7083,0.7500,0.4324,0.0414,0.0000,0.0674,0.1321,0.0000,7
lateral_reach,oracle_two_step_mpc,7,24,0.4583,0.2036,0.7500,0.5833,0.3943,0.0418,0.0000,0.0689,0.1256,0.0000,5
lateral_reach,random_posture,0,24,0.2917,0.1858,0.3333,0.6667,0.5200,0.0794,0.0000,0.0629,0.1226,0.0000,11
lateral_reach,random_posture,1,24,0.1667,0.1523,0.3333,0.5000,0.5451,0.0677,0.0000,0.0674,0.1194,0.0000,12
lateral_reach,random_posture,2,24,0.4583,0.2036,0.5417,0.7917,0.4623,0.0562,0.0000,0.0664,0.1226,0.0000,12
lateral_reach,random_posture,3,24,0.3750,0.1979,0.4583,0.5833,0.5164,0.0676,0.0000,0.0704,0.1259,0.0000,13
lateral_reach,random_posture,4,24,0.1667,0.1523,0.3333,0.5833,0.5138,0.0572,0.0000,0.0661,0.1190,0.0000,10
lateral_reach,random_posture,5,24,0.2083,0.1660,0.2917,0.4167,0.5847,0.0664,0.0000,0.0685,0.1193,0.0000,9
lateral_reach,random_posture,6,24,0.2500,0.1770,0.3750,0.6667,0.5407,0.0593,0.0000,0.0619,0.1249,0.0000,13
lateral_reach,random_posture,7,24,0.3333,0.1927,0.4583,0.5833,0.5157,0.0793,0.0000,0.0676,0.1236,0.0000,15
lateral_reach,robust_balance_mpc,0,24,0.4167,0.2015,0.5000,0.6250,0.4267,0.0541,0.0000,0.0652,0.1257,0.0000,6
lateral_reach,robust_balance_mpc,1,24,0.4167,0.2015,0.6667,0.5000,0.4536,0.0489,0.0000,0.0683,0.1239,0.0000,6
lateral_reach,robust_balance_mpc,2,24,0.5833,0.2015,0.6250,0.8750,0.4143,0.0489,0.0000,0.0668,0.1210,0.0000,5
lateral_reach,robust_balance_mpc,3,24,0.4167,0.2015,0.6667,0.5833,0.4319,0.0503,0.0000,0.0712,0.1293,0.0000,7
lateral_reach,robust_balance_mpc,4,24,0.5000,0.2043,0.7500,0.6250,0.4217,0.0492,0.0000,0.0665,0.1291,0.0000,6
lateral_reach,robust_balance_mpc,5,24,0.3750,0.1979,0.7500,0.4167,0.4500,0.0401,0.0000,0.0669,0.1333,0.0000,6
lateral_reach,robust_balance_mpc,6,24,0.4583,0.2036,0.7083,0.7083,0.4348,0.0416,0.0000,0.0679,0.1344,0.0000,7
lateral_reach,robust_balance_mpc,7,24,0.4583,0.2036,0.7500,0.5833,0.3969,0.0421,0.0000,0.0690,0.1283,0.0000,7
narrow_support,arm_only_reach,0,24,0.4583,0.2036,0.7500,0.6250,0.4190,0.0354,0.0000,0.0642,0.0923,0.0000,1
narrow_support,arm_only_reach,1,24,0.5833,0.2015,0.7500,0.7500,0.3817,0.0338,0.0000,0.0632,0.0832,0.0000,1
narrow_support,arm_only_reach,2,24,0.3750,0.1979,0.6667,0.5833,0.4119,0.0411,0.0000,0.0608,0.0808,0.0000,1
narrow_support,arm_only_reach,3,24,0.5000,0.2043,0.6667,0.7500,0.4166,0.0284,0.0000,0.0614,0.0826,0.0000,1
narrow_support,arm_only_reach,4,24,0.3750,0.1979,0.5833,0.6667,0.4185,0.0367,0.0000,0.0654,0.0898,0.0000,1
narrow_support,arm_only_reach,5,24,0.7083,0.1858,0.7917,0.8333,0.3826,0.0314,0.0000,0.0627,0.0813,0.0000,1
narrow_support,arm_only_reach,6,24,0.4167,0.2015,0.5417,0.7500,0.4205,0.0377,0.0000,0.0639,0.0853,0.0000,1
narrow_support,arm_only_reach,7,24,0.6250,0.1979,0.8333,0.7500,0.3908,0.0364,0.0000,0.0646,0.0823,0.0000,1
narrow_support,bar_mpc_no_online,0,24,0.5000,0.2043,0.7917,0.6250,0.3960,0.0369,0.0510,0.0672,0.0819,0.0000,7
narrow_support,bar_mpc_no_online,1,24,0.6667,0.1927,0.8750,0.7917,0.3607,0.0353,0.0530,0.0669,0.0811,0.0000,8
narrow_support,bar_mpc_no_online,2,24,0.4167,0.2015,0.7500,0.5833,0.3873,0.0401,0.0481,0.0644,0.0774,0.0000,6
narrow_support,bar_mpc_no_online,3,24,0.6250,0.1979,0.8333,0.7500,0.4007,0.0301,0.0494,0.0638,0.0853,0.0000,7
narrow_support,bar_mpc_no_online,4,24,0.4583,0.2036,0.7083,0.6667,0.4017,0.0379,0.0531,0.0694,0.0831,0.0000,5
narrow_support,bar_mpc_no_online,5,24,0.7917,0.1660,0.9167,0.8333,0.3656,0.0319,0.0476,0.0648,0.0778,0.0000,7
narrow_support,bar_mpc_no_online,6,24,0.5000,0.2043,0.6250,0.7500,0.4049,0.0388,0.0503,0.0665,0.0822,0.0000,7
narrow_support,bar_mpc_no_online,7,24,0.6250,0.1979,0.8333,0.7500,0.3584,0.0408,0.0530,0.0679,0.0772,0.0000,7
narrow_support,bar_mpc_v5,0,24,0.5000,0.2043,0.7917,0.6250,0.3960,0.0369,0.0510,0.0672,0.0819,0.0000,7
narrow_support,bar_mpc_v5,1,24,0.6667,0.1927,0.8750,0.7917,0.3607,0.0353,0.0530,0.0669,0.0811,0.0000,8
narrow_support,bar_mpc_v5,2,24,0.4167,0.2015,0.7500,0.5833,0.3873,0.0401,0.0481,0.0644,0.0774,0.0000,6
narrow_support,bar_mpc_v5,3,24,0.6250,0.1979,0.8333,0.7500,0.4007,0.0301,0.0494,0.0638,0.0853,0.0000,7
narrow_support,bar_mpc_v5,4,24,0.4583,0.2036,0.7083,0.6667,0.4017,0.0379,0.0531,0.0694,0.0831,0.0000,5
narrow_support,bar_mpc_v5,5,24,0.7917,0.1660,0.9167,0.8333,0.3656,0.0319,0.0476,0.0648,0.0778,0.0000,7
narrow_support,bar_mpc_v5,6,24,0.5000,0.2043,0.6250,0.7500,0.4049,0.0388,0.0503,0.0665,0.0822,0.0000,7
narrow_support,bar_mpc_v5,7,24,0.6250,0.1979,0.8333,0.7500,0.3584,0.0408,0.0530,0.0679,0.0772,0.0000,7
narrow_support,comfort_regularized_mpc,0,24,0.5000,0.2043,0.7917,0.6250,0.3953,0.0366,0.0000,0.0674,0.0804,0.0000,7
narrow_support,comfort_regularized_mpc,1,24,0.6667,0.1927,0.8750,0.7917,0.3608,0.0352,0.0000,0.0670,0.0814,0.0000,8
narrow_support,comfort_regularized_mpc,2,24,0.4167,0.2015,0.7500,0.5833,0.3875,0.0401,0.0000,0.0650,0.0771,0.0000,6
