split,method,seed,episodes,sequential_success,sequential_success_ci95,immediate_success,future_success,combined_energy_mean,combined_energy_ci95,affordance_debt_mean,tail_future_debt_mean,future_support_margin_mean,balance_failure_rate,unique_first_postures
support_reversal,learned_linear_debt_proxy,0,24,0.0833,0.1130,0.8750,0.1250,0.4989,0.0394,0.0692,0.0886,0.0597,0.0000,4
support_reversal,learned_linear_debt_proxy,1,24,0.2083,0.1660,0.8333,0.2917,0.4821,0.0378,0.0702,0.0920,0.0575,0.0000,3
support_reversal,learned_linear_debt_proxy,2,24,0.1667,0.1523,0.6667,0.2917,0.4810,0.0373,0.0681,0.0894,0.0594,0.0000,3
support_reversal,learned_linear_debt_proxy,3,24,0.1667,0.1523,0.7500,0.2917,0.4897,0.0338,0.0669,0.0891,0.0530,0.0000,4
support_reversal,learned_linear_debt_proxy,4,24,0.1250,0.1352,0.7083,0.1667,0.5019,0.0315,0.0736,0.0975,0.0580,0.0000,4
support_reversal,learned_linear_debt_proxy,5,24,0.3333,0.1927,0.7083,0.3750,0.4805,0.0367,0.0668,0.0861,0.0536,0.0000,4
support_reversal,learned_linear_debt_proxy,6,24,0.1250,0.1352,0.5833,0.2500,0.4934,0.0369,0.0667,0.0877,0.0609,0.0000,3
support_reversal,learned_linear_debt_proxy,7,24,0.1667,0.1523,0.8333,0.2500,0.4879,0.0382,0.0714,0.0930,0.0641,0.0000,4
support_reversal,oracle_two_step_mpc,0,24,0.0833,0.1130,0.8333,0.1667,0.4944,0.0393,0.0000,0.0886,0.0560,0.0000,5
support_reversal,oracle_two_step_mpc,1,24,0.1667,0.1523,0.7917,0.2917,0.4766,0.0374,0.0000,0.0916,0.0561,0.0000,6
support_reversal,oracle_two_step_mpc,2,24,0.1667,0.1523,0.6250,0.3333,0.4758,0.0377,0.0000,0.0888,0.0543,0.0000,6
support_reversal,oracle_two_step_mpc,3,24,0.1667,0.1523,0.6250,0.4583,0.4820,0.0335,0.0000,0.0887,0.0505,0.0000,8
support_reversal,oracle_two_step_mpc,4,24,0.1250,0.1352,0.7083,0.1667,0.4970,0.0314,0.0000,0.0972,0.0535,0.0000,6
support_reversal,oracle_two_step_mpc,5,24,0.4167,0.2015,0.6250,0.5417,0.4757,0.0357,0.0000,0.0857,0.0491,0.0000,6
support_reversal,oracle_two_step_mpc,6,24,0.2083,0.1660,0.5833,0.3750,0.4873,0.0370,0.0000,0.0874,0.0562,0.0000,8
support_reversal,oracle_two_step_mpc,7,24,0.1667,0.1523,0.6250,0.2917,0.4828,0.0381,0.0000,0.0923,0.0569,0.0000,8
support_reversal,random_posture,0,24,0.1250,0.1352,0.3750,0.2500,0.6041,0.0745,0.0000,0.0860,0.0632,0.0000,12
support_reversal,random_posture,1,24,0.1250,0.1352,0.3333,0.2917,0.6422,0.0824,0.0000,0.0856,0.0621,0.0000,12
support_reversal,random_posture,2,24,0.1667,0.1523,0.5000,0.3333,0.5813,0.0871,0.0000,0.0870,0.0573,0.0000,14
support_reversal,random_posture,3,24,0.1250,0.1352,0.4167,0.3333,0.5606,0.0696,0.0000,0.0878,0.0540,0.0000,13
support_reversal,random_posture,4,24,0.1250,0.1352,0.3750,0.2500,0.6604,0.0982,0.0000,0.0913,0.0544,0.0000,13
support_reversal,random_posture,5,24,0.2083,0.1660,0.3333,0.5000,0.6025,0.0761,0.0000,0.0834,0.0578,0.0000,14
support_reversal,random_posture,6,24,0.2083,0.1660,0.4167,0.3750,0.6281,0.0938,0.0000,0.0839,0.0675,0.0000,11
support_reversal,random_posture,7,24,0.0833,0.1130,0.3750,0.3750,0.5835,0.0704,0.0000,0.0878,0.0580,0.0000,14
support_reversal,robust_balance_mpc,0,24,0.0833,0.1130,0.8333,0.1250,0.4986,0.0396,0.0000,0.0884,0.0609,0.0000,3
support_reversal,robust_balance_mpc,1,24,0.1667,0.1523,0.7917,0.2917,0.4815,0.0371,0.0000,0.0916,0.0623,0.0000,3
support_reversal,robust_balance_mpc,2,24,0.1667,0.1523,0.6667,0.2917,0.4794,0.0376,0.0000,0.0889,0.0626,0.0000,3
support_reversal,robust_balance_mpc,3,24,0.1667,0.1523,0.7083,0.2917,0.4865,0.0335,0.0000,0.0889,0.0582,0.0000,3
support_reversal,robust_balance_mpc,4,24,0.1250,0.1352,0.7083,0.1667,0.5016,0.0322,0.0000,0.0973,0.0604,0.0000,3
support_reversal,robust_balance_mpc,5,24,0.3333,0.1927,0.7083,0.3750,0.4806,0.0363,0.0000,0.0860,0.0557,0.0000,3
support_reversal,robust_balance_mpc,6,24,0.1667,0.1523,0.5417,0.2917,0.4933,0.0373,0.0000,0.0873,0.0642,0.0000,3
support_reversal,robust_balance_mpc,7,24,0.2083,0.1660,0.8333,0.2917,0.4880,0.0380,0.0000,0.0928,0.0688,0.0000,3
weak_actuation,arm_only_reach,0,24,0.4583,0.2036,0.5000,0.8333,0.3909,0.0469,0.0000,0.0597,0.1331,0.0000,1
weak_actuation,arm_only_reach,1,24,0.6667,0.1927,0.9167,0.7500,0.3588,0.0278,0.0000,0.0598,0.1350,0.0000,1
weak_actuation,arm_only_reach,2,24,0.5000,0.2043,0.6667,0.7500,0.3495,0.0440,0.0000,0.0567,0.1316,0.0000,1
weak_actuation,arm_only_reach,3,24,0.3750,0.1979,0.5417,0.7500,0.4085,0.0350,0.0000,0.0566,0.1304,0.0000,1
weak_actuation,arm_only_reach,4,24,0.5417,0.2036,0.5833,0.8333,0.3926,0.0405,0.0000,0.0579,0.1361,0.0000,1
weak_actuation,arm_only_reach,5,24,0.5000,0.2043,0.6250,0.7500,0.3946,0.0434,0.0000,0.0582,0.1346,0.0000,1
weak_actuation,arm_only_reach,6,24,0.7083,0.1858,0.9167,0.7917,0.3330,0.0282,0.0000,0.0565,0.1277,0.0000,1
weak_actuation,arm_only_reach,7,24,0.6250,0.1979,0.6667,0.9583,0.3522,0.0322,0.0000,0.0547,0.1315,0.0000,1
weak_actuation,bar_mpc_no_online,0,24,0.5833,0.2015,0.6250,0.8750,0.3696,0.0481,0.0471,0.0618,0.1329,0.0000,7
weak_actuation,bar_mpc_no_online,1,24,0.7083,0.1858,0.9583,0.7500,0.3352,0.0281,0.0466,0.0620,0.1391,0.0000,6
weak_actuation,bar_mpc_no_online,2,24,0.5833,0.2015,0.7500,0.7500,0.3327,0.0457,0.0432,0.0586,0.1367,0.0000,7
weak_actuation,bar_mpc_no_online,3,24,0.4167,0.2015,0.6250,0.7500,0.3883,0.0349,0.0454,0.0591,0.1335,0.0000,6
weak_actuation,bar_mpc_no_online,4,24,0.5833,0.2015,0.6250,0.8750,0.3767,0.0402,0.0443,0.0594,0.1341,0.0000,5
weak_actuation,bar_mpc_no_online,5,24,0.5000,0.2043,0.7083,0.6667,0.3831,0.0433,0.0480,0.0605,0.1370,0.0000,5
weak_actuation,bar_mpc_no_online,6,24,0.7083,0.1858,0.9167,0.7917,0.3173,0.0288,0.0450,0.0581,0.1337,0.0000,7
weak_actuation,bar_mpc_no_online,7,24,0.7083,0.1858,0.7500,0.9583,0.3462,0.0342,0.0417,0.0570,0.1369,0.0000,7
weak_actuation,bar_mpc_v5,0,24,0.5833,0.2015,0.6250,0.8750,0.3696,0.0481,0.0471,0.0618,0.1329,0.0000,7
weak_actuation,bar_mpc_v5,1,24,0.7083,0.1858,0.9583,0.7500,0.3352,0.0281,0.0466,0.0620,0.1391,0.0000,6
weak_actuation,bar_mpc_v5,2,24,0.5833,0.2015,0.7500,0.7500,0.3327,0.0457,0.0432,0.0586,0.1367,0.0000,7
weak_actuation,bar_mpc_v5,3,24,0.4167,0.2015,0.6250,0.7500,0.3883,0.0349,0.0454,0.0591,0.1335,0.0000,6
weak_actuation,bar_mpc_v5,4,24,0.5833,0.2015,0.6250,0.8750,0.3767,0.0402,0.0443,0.0594,0.1341,0.0000,5
weak_actuation,bar_mpc_v5,5,24,0.5000,0.2043,0.7083,0.6667,0.3831,0.0433,0.0480,0.0605,0.1370,0.0000,5
weak_actuation,bar_mpc_v5,6,24,0.7083,0.1858,0.9167,0.7917,0.3173,0.0288,0.0450,0.0581,0.1337,0.0000,7
weak_actuation,bar_mpc_v5,7,24,0.7083,0.1858,0.7500,0.9583,0.3462,0.0342,0.0417,0.0570,0.1369,0.0000,7
weak_actuation,comfort_regularized_mpc,0,24,0.5833,0.2015,0.6250,0.8750,0.3692,0.0483,0.0000,0.0619,0.1327,0.0000,6
weak_actuation,comfort_regularized_mpc,1,24,0.7083,0.1858,0.9583,0.7500,0.3356,0.0279,0.0000,0.0620,0.1394,0.0000,6
weak_actuation,comfort_regularized_mpc,2,24,0.5833,0.2015,0.7500,0.7500,0.3325,0.0456,0.0000,0.0587,0.1366,0.0000,8
weak_actuation,comfort_regularized_mpc,3,24,0.4583,0.2036,0.6667,0.7500,0.3877,0.0347,0.0000,0.0596,0.1334,0.0000,4
weak_actuation,comfort_regularized_mpc,4,24,0.6250,0.1979,0.6667,0.8750,0.3762,0.0401,0.0000,0.0601,0.1349,0.0000,5
weak_actuation,comfort_regularized_mpc,5,24,0.5000,0.2043,0.7083,0.6667,0.3829,0.0424,0.0000,0.0611,0.1362,0.0000,7
weak_actuation,comfort_regularized_mpc,6,24,0.7083,0.1858,0.9167,0.7917,0.3170,0.0286,0.0000,0.0583,0.1324,0.0000,7
weak_actuation,comfort_regularized_mpc,7,24,0.7083,0.1858,0.7500,0.9583,0.3463,0.0342,0.0000,0.0570,0.1366,0.0000,7
weak_actuation,current_target_only_greedy,0,24,0.5833,0.2015,0.6250,0.8750,0.3692,0.0483,0.0000,0.0619,0.1327,0.0000,6
weak_actuation,current_target_only_greedy,1,24,0.7083,0.1858,0.9583,0.7500,0.3360,0.0278,0.0000,0.0621,0.1390,0.0000,6
weak_actuation,current_target_only_greedy,2,24,0.5833,0.2015,0.7500,0.7500,0.3333,0.0454,0.0000,0.0588,0.1366,0.0000,8
weak_actuation,current_target_only_greedy,3,24,0.4583,0.2036,0.6667,0.7500,0.3893,0.0339,0.0000,0.0598,0.1345,0.0000,4
weak_actuation,current_target_only_greedy,4,24,0.6250,0.1979,0.6667,0.8750,0.3768,0.0402,0.0000,0.0602,0.1354,0.0000,5
weak_actuation,current_target_only_greedy,5,24,0.5000,0.2043,0.7083,0.6667,0.3824,0.0422,0.0000,0.0611,0.1366,0.0000,7
weak_actuation,current_target_only_greedy,6,24,0.7083,0.1858,0.9167,0.7917,0.3193,0.0288,0.0000,0.0585,0.1303,0.0000,8
weak_actuation,current_target_only_greedy,7,24,0.7083,0.1858,0.7500,0.9583,0.3465,0.0343,0.0000,0.0571,0.1364,0.0000,7
weak_actuation,future_distribution_mpc,0,24,0.5833,0.2015,0.6250,0.8750,0.3696,0.0481,0.0470,0.0618,0.1330,0.0000,7
weak_actuation,future_distribution_mpc,1,24,0.7083,0.1858,0.9583,0.7500,0.3352,0.0281,0.0466,0.0620,0.1391,0.0000,6
weak_actuation,future_distribution_mpc,2,24,0.5833,0.2015,0.7500,0.7500,0.3327,0.0457,0.0432,0.0586,0.1367,0.0000,7
weak_actuation,future_distribution_mpc,3,24,0.4167,0.2015,0.6250,0.7500,0.3883,0.0349,0.0454,0.0591,0.1335,0.0000,6
weak_actuation,future_distribution_mpc,4,24,0.5833,0.2015,0.6250,0.8750,0.3767,0.0402,0.0443,0.0594,0.1341,0.0000,5
weak_actuation,future_distribution_mpc,5,24,0.5000,0.2043,0.7083,0.6667,0.3841,0.0431,0.0481,0.0605,0.1365,0.0000,6
weak_actuation,future_distribution_mpc,6,24,0.7083,0.1858,0.9167,0.7917,0.3169,0.0287,0.0451,0.0582,0.1331,0.0000,7
weak_actuation,future_distribution_mpc,7,24,0.7083,0.1858,0.7500,0.9583,0.3462,0.0342,0.0417,0.0570,0.1369,0.0000,7
weak_actuation,greedy_reach_mpc,0,24,0.5833,0.2015,0.6250,0.8750,0.3692,0.0483,0.0000,0.0619,0.1327,0.0000,6
weak_actuation,greedy_reach_mpc,1,24,0.7083,0.1858,0.9583,0.7500,0.3360,0.0278,0.0000,0.0621,0.1390,0.0000,6
weak_actuation,greedy_reach_mpc,2,24,0.5833,0.2015,0.7500,0.7500,0.3333,0.0454,0.0000,0.0588,0.1366,0.0000,8
weak_actuation,greedy_reach_mpc,3,24,0.4583,0.2036,0.6667,0.7500,0.3893,0.0339,0.0000,0.0598,0.1345,0.0000,4
weak_actuation,greedy_reach_mpc,4,24,0.6250,0.1979,0.6667,0.8750,0.3768,0.0402,0.0000,0.0602,0.1354,0.0000,5
weak_actuation,greedy_reach_mpc,5,24,0.5000,0.2043,0.7083,0.6667,0.3824,0.0422,0.0000,0.0611,0.1366,0.0000,7
weak_actuation,greedy_reach_mpc,6,24,0.7083,0.1858,0.9167,0.7917,0.3193,0.0288,0.0000,0.0585,0.1303,0.0000,8
weak_actuation,greedy_reach_mpc,7,24,0.7083,0.1858,0.7500,0.9583,0.3465,0.0343,0.0000,0.0571,0.1364,0.0000,7
weak_actuation,learned_linear_debt_proxy,0,24,0.5833,0.2015,0.6250,0.8750,0.3738,0.0491,0.0462,0.0610,0.1304,0.0000,8
weak_actuation,learned_linear_debt_proxy,1,24,0.7083,0.1858,0.9583,0.7500,0.3391,0.0274,0.0458,0.0612,0.1410,0.0000,6
weak_actuation,learned_linear_debt_proxy,2,24,0.5417,0.2036,0.7083,0.7500,0.3335,0.0457,0.0423,0.0581,0.1342,0.0000,7
weak_actuation,learned_linear_debt_proxy,3,24,0.4167,0.2015,0.6250,0.7083,0.3907,0.0355,0.0446,0.0583,0.1337,0.0000,7
weak_actuation,learned_linear_debt_proxy,4,24,0.5833,0.2015,0.6250,0.8750,0.3781,0.0411,0.0437,0.0592,0.1346,0.0000,6
weak_actuation,learned_linear_debt_proxy,5,24,0.5417,0.2036,0.7083,0.7500,0.3834,0.0434,0.0468,0.0594,0.1366,0.0000,6
weak_actuation,learned_linear_debt_proxy,6,24,0.7083,0.1858,0.9167,0.7917,0.3182,0.0288,0.0449,0.0581,0.1327,0.0000,7
weak_actuation,learned_linear_debt_proxy,7,24,0.6250,0.1979,0.6667,0.9583,0.3453,0.0334,0.0407,0.0561,0.1342,0.0000,8
weak_actuation,oracle_two_step_mpc,0,24,0.5417,0.2036,0.5833,0.8750,0.3663,0.0488,0.0000,0.0621,0.1330,0.0000,8
weak_actuation,oracle_two_step_mpc,1,24,0.7083,0.1858,0.9583,0.7500,0.3334,0.0281,0.0000,0.0620,0.1398,0.0000,5
weak_actuation,oracle_two_step_mpc,2,24,0.5417,0.2036,0.7083,0.7917,0.3285,0.0458,0.0000,0.0586,0.1340,0.0000,7
weak_actuation,oracle_two_step_mpc,3,24,0.5000,0.2043,0.6667,0.7917,0.3861,0.0351,0.0000,0.0594,0.1319,0.0000,5
weak_actuation,oracle_two_step_mpc,4,24,0.5833,0.2015,0.6250,0.9167,0.3712,0.0404,0.0000,0.0604,0.1354,0.0000,5
weak_actuation,oracle_two_step_mpc,5,24,0.5417,0.2036,0.7083,0.7500,0.3771,0.0426,0.0000,0.0603,0.1369,0.0000,7
weak_actuation,oracle_two_step_mpc,6,24,0.7083,0.1858,0.9167,0.7917,0.3134,0.0280,0.0000,0.0591,0.1337,0.0000,7
weak_actuation,oracle_two_step_mpc,7,24,0.6250,0.1979,0.6667,0.9583,0.3383,0.0337,0.0000,0.0566,0.1310,0.0000,9
weak_actuation,random_posture,0,24,0.4167,0.2015,0.4583,0.7917,0.4445,0.0530,0.0000,0.0623,0.1307,0.0000,13
weak_actuation,random_posture,1,24,0.5833,0.2015,0.7917,0.7500,0.3971,0.0504,0.0000,0.0607,0.1274,0.0000,11
weak_actuation,random_posture,2,24,0.2917,0.1858,0.3750,0.7917,0.4388,0.0708,0.0000,0.0574,0.1251,0.0000,13
weak_actuation,random_posture,3,24,0.2917,0.1858,0.3750,0.7500,0.4634,0.0478,0.0000,0.0579,0.1241,0.0000,13
weak_actuation,random_posture,4,24,0.3333,0.1927,0.3750,0.7917,0.4662,0.0521,0.0000,0.0598,0.1275,0.0000,11
weak_actuation,random_posture,5,24,0.4167,0.2015,0.5000,0.7500,0.4634,0.0681,0.0000,0.0567,0.1278,0.0000,11
weak_actuation,random_posture,6,24,0.4583,0.2036,0.6250,0.7917,0.3901,0.0467,0.0000,0.0588,0.1216,0.0000,12
weak_actuation,random_posture,7,24,0.4583,0.2036,0.5000,0.9583,0.3916,0.0476,0.0000,0.0581,0.1271,0.0000,15
weak_actuation,robust_balance_mpc,0,24,0.5833,0.2015,0.6250,0.8750,0.3692,0.0483,0.0000,0.0619,0.1327,0.0000,6
weak_actuation,robust_balance_mpc,1,24,0.7083,0.1858,0.9583,0.7500,0.3356,0.0279,0.0000,0.0620,0.1394,0.0000,6
weak_actuation,robust_balance_mpc,2,24,0.5833,0.2015,0.7500,0.7500,0.3325,0.0456,0.0000,0.0587,0.1366,0.0000,8
weak_actuation,robust_balance_mpc,3,24,0.4583,0.2036,0.6667,0.7500,0.3881,0.0346,0.0000,0.0597,0.1338,0.0000,4
weak_actuation,robust_balance_mpc,4,24,0.6250,0.1979,0.6667,0.8750,0.3768,0.0402,0.0000,0.0602,0.1354,0.0000,5
weak_actuation,robust_balance_mpc,5,24,0.5000,0.2043,0.7083,0.6667,0.3829,0.0424,0.0000,0.0611,0.1362,0.0000,7
weak_actuation,robust_balance_mpc,6,24,0.7083,0.1858,0.9167,0.7917,0.3170,0.0286,0.0000,0.0583,0.1324,0.0000,7
weak_actuation,robust_balance_mpc,7,24,0.7083,0.1858,0.7500,0.9583,0.3463,0.0342,0.0000,0.0570,0.1366,0.0000,7
